Time_s,Temperatura_Hotend,RPM_Motor_DC,Grosor_Filamento,Estado_Motor_DC,Estado_Fan,Estado_Extrusor,Estado_Heater
43.1,49.31,-3.06,,0,0,0,1
43.2,49.57,-3.06,,0,0,0,1
43.3,49.57,-3.06,,0,0,0,1
43.4,49.83,-3.06,,0,0,0,1
43.5,49.83,-3.06,,0,0,0,1
43.6,49.83,-3.06,,0,0,0,1
43.7,50.08,-3.06,,0,,,
43.8,50.08,-3.32,,0,,,
43.9,50.08,-3.06,,0,,,
44.0,50.34,-3.06,,0,,,
44.1,50.34,-3.06,,0,,,
44.2,50.34,-3.06,,0,,,
44.3,50.59,-3.06,,0,,,
44.4,50.59,-3.06,,0,,,
44.5,50.84,-3.06,,0,,,
44.6,50.84,-3.06,,0,,,
44.7,50.84,-3.06,,0,,,
44.8,51.09,-3.06,,0,,,
44.9,51.34,-3.06,,0,,,
45.0,51.34,-3.32,,0,,,
45.1,51.34,-3.06,,0,,,
45.2,51.59,-3.06,,0,,,
45.3,51.84,-3.06,,0,,,
45.4,51.84,-3.06,,0,,,
45.5,51.84,-3.06,,0,,,
45.6,52.08,-3.06,,0,,,
45.7,52.08,-3.06,,0,,,
45.8,52.32,-3.06,,0,,,
45.9,52.32,-3.06,,0,,,
46.0,52.32,-3.06,,0,,,
46.1,52.57,-3.06,,0,,,
46.2,52.57,-3.06,,0,,,
46.3,52.81,-3.06,,0,,,
46.4,52.81,-3.19,,0,,,
46.5,53.04,-3.19,,0,,,
46.6,52.57,-3.06,,0,,,
46.7,53.04,-3.06,,0,,,
46.8,53.28,-3.06,,0,,,
46.9,53.28,-3.06,,0,,,
47.0,53.28,-3.06,,0,,,
47.1,53.28,-3.16,,0,,,
47.2,53.52,-3.06,,0,,,
47.3,53.75,-3.06,,0,,,
47.4,53.75,-3.06,,0,,,
47.5,53.99,-1.53,,0,,,
47.6,53.99,-1.53,,0,,,
47.7,54.22,-3.06,,0,,,
47.8,54.22,-3.06,,0,,,
47.9,54.45,-3.06,,0,,,
48.0,54.68,-3.06,,0,,,
48.1,54.68,-3.06,,0,,,
48.2,54.68,-2.04,,0,,,
48.3,54.68,-2.81,,0,,,
48.4,55.14,-2.81,,0,,,
48.5,54.91,-3.06,,0,,,
48.6,55.14,-2.55,,0,,,
48.7,55.14,-2.3,,0,,,
48.8,55.37,-2.3,,0,,,
48.9,55.37,-2.55,,0,,,
49.0,55.59,-2.04,,0,,,
49.1,55.59,-2.27,,0,,,
49.2,55.82,-2.04,,0,,,
49.3,55.82,-2.55,,0,,,
49.4,56.04,-1.53,,0,,,
49.5,56.04,-2.3,,0,,,
49.6,56.04,-2.3,,0,,,
49.7,56.04,-1.79,,0,,,
49.8,56.27,-2.3,,0,,,
49.9,56.49,-2.55,,0,,,
50.0,56.49,-1.79,,0,,,
50.1,56.71,-2.04,,0,,,
50.2,56.93,-2.3,,0,,,
50.3,56.71,-1.79,,0,,,
50.4,56.93,-1.79,,0,,,
50.5,56.93,-2.04,,0,,,
50.6,57.15,-1.53,,0,,,
50.7,57.15,-1.79,,0,,,
50.8,57.36,-2.04,,0,,,
50.9,57.36,-1.66,,0,,,
51.0,57.58,-1.91,,0,,,
51.1,57.8,-2.04,,0,,,
51.2,57.8,-1.79,,0,,,
51.3,57.8,-1.53,,0,,,
51.4,58.01,-2.04,,0,,,
51.5,58.01,-1.53,,0,,,
51.6,58.23,-1.53,,0,,,
51.7,58.23,-1.79,,0,,,
51.8,58.44,-1.53,,0,,,
51.9,58.44,-1.79,,0,,,
52.0,58.65,-1.52,,0,,,
52.1,58.65,-1.53,,0,,,
52.2,58.65,-1.53,,0,,,
52.3,58.65,-1.79,,0,,,
52.4,58.86,-1.79,,0,,,
52.5,59.07,-1.79,,0,,,
52.6,59.07,-1.53,,0,,,
52.7,59.28,-1.53,,0,,,
52.8,59.28,-1.53,,0,,,
52.9,59.49,-1.79,,0,,,
53.0,59.49,-1.53,,0,,,
53.1,59.7,-1.53,,0,,,
53.2,59.7,-1.53,,0,,,
53.3,59.9,-1.53,,0,,,
53.4,59.9,-1.66,,0,,,
53.5,60.11,-1.53,,0,,,
53.6,60.11,-1.66,,0,,,
53.7,60.32,-1.53,,0,,,
53.8,60.32,-1.53,,0,,,
53.9,60.52,-1.53,,0,,,
54.0,60.52,-1.53,,0,,,
54.1,60.72,-1.53,,0,,,
54.2,60.72,-1.28,,0,,,
54.3,60.93,-1.02,,0,,,
54.4,60.93,-1.02,,0,,,
54.5,61.13,-1.02,,0,,,
54.6,61.13,-1.28,,0,,,
54.7,61.33,-0.51,,0,,,
54.8,61.33,-1.28,,0,,,
54.9,61.33,-1.52,,0,,,
55.0,61.53,-1.53,,0,,,
55.1,61.73,-1.53,,0,,,
55.2,61.73,-1.53,,0,,,
55.3,61.73,-1.53,,0,,,
55.4,61.93,-1.53,,0,,,
55.5,62.13,-1.53,,0,,,
55.6,62.13,-1.53,,0,,,
55.7,62.13,-1.53,,0,,,
55.8,62.32,-1.53,,0,,,
55.9,62.52,-2.04,,0,,,
56.0,62.52,-1.79,,0,,,
56.1,62.72,-1.79,,0,,,
56.2,62.72,-2.55,,0,,,
56.3,62.91,-2.3,,0,,,
56.4,62.91,-2.3,,0,,,
56.5,63.11,-2.04,,0,,,
56.6,63.11,-2.3,,0,,,
